num_symbols,prec,rec,f1,AER
100,0.49433333333333335,0.5663333333333332,0.528,0.47266666666666673
2000,0.5456666666666666,0.6469999999999999,0.592,0.4086666666666667
4000,0.5483333333333332,0.632,0.5873333333333334,0.41333333333333333
500,0.5196666666666667,0.6526666666666666,0.5786666666666668,0.422
8000,0.5473333333333333,0.6273333333333334,0.5846666666666667,0.416
