num_symbols,prec,rec,f1,AER
1000,0.536,0.652,0.588,0.413
100,0.483,0.566,0.521,0.48
2000,0.541,0.642,0.587,0.414
4000,0.546,0.632,0.585,0.415
500,0.521,0.658,0.581,0.42
8000,0.548,0.63,0.586,0.415
