num_symbols,prec,rec,f1,AER
1000,0.536,0.649,0.587,0.414
100,0.483,0.563,0.52,0.48
2000,0.542,0.643,0.588,0.413
4000,0.544,0.632,0.585,0.416
500,0.522,0.657,0.582,0.419
8000,0.548,0.629,0.586,0.415
