num_symbols,prec,rec,f1,AER
1000,0.542,0.653,0.592,0.409
100,0.476,0.565,0.517,0.484
2000,0.532,0.639,0.581,0.421
4000,0.541,0.631,0.582,0.418
500,0.523,0.661,0.584,0.417
8000,0.558,0.632,0.593,0.408
