num_symbols,prec,rec,f1,AER
1000,0.572,0.6,0.586,0.414
100,0.517,0.546,0.531,0.469
2000,0.573,0.604,0.589,0.411
4000,0.574,0.609,0.591,0.409
500,0.569,0.599,0.584,0.417
8000,0.561,0.618,0.588,0.413
