num_symbols,prec,rec,f1,AER
1000,0.533,0.654,0.587,0.414
100,0.462,0.558,0.505,0.495
2000,0.534,0.642,0.582,0.418
4000,0.542,0.632,0.584,0.417
500,0.521,0.654,0.58,0.421
8000,0.55,0.629,0.587,0.414
