num_symbols,prec,rec,f1,AER
100,0.607,0.335,0.432,0.567
200,0.587,0.44,0.503,0.496
500,0.638,0.493,0.556,0.443
1000,0.619,0.477,0.539,0.461
2000,0.603,0.439,0.508,0.492
4000,0.618,0.42,0.5,0.499
