num_symbols,prec,rec,f1,AER
100,0.504,0.418,0.457,0.542
200,0.479,0.528,0.502,0.498
500,0.496,0.595,0.541,0.46
1000,0.461,0.6,0.521,0.48
2000,0.442,0.571,0.498,0.502
4000,0.444,0.561,0.496,0.505
