num_symbols,prec,rec,f1,AER
0,0.574,0.628,0.6,0.4
1000,0.567,0.657,0.609,0.392
2000,0.571,0.64,0.604,0.397
4000,0.577,0.64,0.607,0.394
500,0.55,0.669,0.604,0.397
8000,0.576,0.637,0.605,0.395
