num_symbols,prec,rec,f1,AER
100,0.542,0.55,0.546,0.454
500,0.664,0.645,0.654,0.346
1000,0.688,0.637,0.662,0.338
2000,0.716,0.62,0.665,0.335
4000,0.726,0.609,0.662,0.337
8000,0.686,0.612,0.647,0.353
