num_symbols,prec,rec,f1,AER
1000,0.54,0.65,0.59,0.411
100,0.482,0.569,0.522,0.479
2000,0.527,0.64,0.578,0.423
4000,0.535,0.63,0.579,0.422
500,0.529,0.662,0.588,0.413
8000,0.557,0.629,0.591,0.41
