num_symbols,prec,rec,f1,AER
1000,0.534,0.652,0.587,0.414
100,0.498,0.569,0.531,0.469
2000,0.546,0.654,0.595,0.406
4000,0.553,0.639,0.593,0.408
500,0.524,0.659,0.584,0.417
8000,0.553,0.629,0.589,0.412
