num_symbols,prec,rec,f1,AER
1000,0.529,0.655,0.585,0.416
100,0.467,0.565,0.511,0.489
2000,0.531,0.644,0.582,0.419
4000,0.531,0.635,0.579,0.422
500,0.524,0.66,0.584,0.417
8000,0.551,0.625,0.586,0.415
