num_symbols,prec,rec,f1,AER
100,0.737,0.383,0.504,0.495
500,0.876,0.475,0.616,0.383
1000,0.895,0.478,0.623,0.376
2000,0.91,0.462,0.613,0.386
4000,0.913,0.445,0.598,0.401
8000,0.886,0.454,0.6,0.398
