num_symbols,prec,rec,f1,AER
1000,0.555,0.653,0.6,0.401
100,0.492,0.567,0.527,0.473
2000,0.523,0.637,0.574,0.427
4000,0.538,0.632,0.581,0.419
500,0.527,0.664,0.588,0.413
8000,0.553,0.628,0.588,0.413
