num_symbols,prec,rec,f1,AER
100,0.463,0.606,0.525,0.476
500,0.549,0.702,0.616,0.385
1000,0.565,0.698,0.624,0.376
2000,0.584,0.686,0.631,0.37
4000,0.601,0.679,0.638,0.363
8000,0.582,0.667,0.622,0.379
