num_symbols,prec,rec,f1,AER
1000,0.571,0.6,0.585,0.415
100,0.522,0.55,0.536,0.464
2000,0.575,0.605,0.59,0.41
4000,0.576,0.611,0.593,0.408
500,0.571,0.6,0.586,0.415
8000,0.559,0.618,0.587,0.413
