num_symbols,prec,rec,f1,AER
100,0.54,0.486,0.512,0.488
200,0.568,0.508,0.536,0.463
500,0.595,0.529,0.56,0.439
1000,0.612,0.542,0.575,0.425
6000,0.605,0.585,0.595,0.405
8000,0.602,0.587,0.594,0.405
