num_symbols,prec,rec,f1,AER
100,0.711,0.387,0.501,0.498
200,0.752,0.445,0.559,0.44
500,0.822,0.47,0.598,0.401
1000,0.846,0.468,0.603,0.396
6000,0.838,0.453,0.588,0.411
8000,0.819,0.461,0.59,0.409
