num_symbols,prec,rec,f1,AER
100,0.455,0.586,0.512,0.489
200,0.481,0.642,0.55,0.451
500,0.518,0.671,0.585,0.416
1000,0.541,0.663,0.596,0.405
6000,0.553,0.649,0.597,0.404
8000,0.546,0.648,0.593,0.408
