num_symbols,prec,rec,f1,AER
100,0.57,0.39,0.463,0.536
200,0.562,0.49,0.524,0.476
500,0.589,0.532,0.559,0.441
1000,0.573,0.477,0.521,0.479
2000,0.552,0.427,0.482,0.518
4000,0.504,0.378,0.432,0.567
