num_symbols,prec,rec,f1,AER
100,0.466,0.47,0.468,0.532
200,0.458,0.57,0.508,0.493
500,0.463,0.626,0.532,0.469
1000,0.429,0.589,0.496,0.505
2000,0.409,0.56,0.473,0.529
4000,0.357,0.521,0.424,0.578
