num_symbols,prec,rec,f1,AER
0,0.574,0.628,0.6,0.4
2000,0.546,0.646,0.592,0.409
1000,0.554,0.659,0.602,0.399
8000,0.535,0.621,0.575,0.426
4000,0.536,0.634,0.581,0.42
3000,0.546,0.641,0.59,0.411
