num_symbols,prec,rec,f1,AER
100,0.547,0.364,0.437,0.562
200,0.53,0.46,0.493,0.507
500,0.534,0.531,0.532,0.467
1000,0.519,0.537,0.528,0.473
2000,0.493,0.564,0.526,0.474
4000,0.489,0.563,0.523,0.477
