num_symbols,prec,rec,f1,AER
100,0.747,0.213,0.331,0.668
200,0.754,0.265,0.392,0.606
500,0.808,0.315,0.453,0.546
1000,0.81,0.307,0.445,0.554
2000,0.804,0.307,0.444,0.554
4000,0.805,0.298,0.435,0.564
