num_symbols,prec,rec,f1,AER
100,0.659,0.28,0.393,0.606
200,0.661,0.362,0.468,0.531
500,0.682,0.426,0.524,0.475
1000,0.672,0.422,0.518,0.48
2000,0.661,0.431,0.522,0.478
4000,0.665,0.436,0.527,0.472
