num_symbols,prec,rec,f1,AER
100,0.823,0.153,0.258,0.741
200,0.839,0.168,0.28,0.72
500,0.887,0.18,0.299,0.7
1000,0.892,0.162,0.274,0.726
2000,0.909,0.153,0.262,0.738
4000,0.905,0.139,0.241,0.759
