num_symbols,prec,rec,f1,AER
100,0.756,0.195,0.31,0.689
200,0.775,0.218,0.34,0.659
500,0.797,0.261,0.393,0.606
1000,0.803,0.274,0.409,0.59
2000,0.805,0.288,0.424,0.575
4000,0.832,0.292,0.432,0.567
6000,0.811,0.268,0.403,0.596
8000,0.809,0.269,0.404,0.595
14000,0.811,0.244,0.375,0.624
20000,0.8,0.237,0.366,0.633
