num_symbols,prec,rec,f1,AER
100,0.679,0.246,0.361,0.637
200,0.66,0.288,0.401,0.598
500,0.683,0.352,0.465,0.534
1000,0.708,0.379,0.494,0.505
2000,0.678,0.408,0.509,0.489
4000,0.715,0.41,0.521,0.478
6000,0.679,0.401,0.504,0.495
8000,0.68,0.4,0.504,0.496
14000,0.691,0.374,0.485,0.514
20000,0.655,0.362,0.466,0.533
